period_date,year,period,month,period_abbr,period_name,sizeclass_code,industry_code,industry_text,state_code,state_text,jobs,quits,hires
4/1/2019,2019,M04,4,APR,April,0,710000,"Arts, entertainment, and recreation",0,Total US,4.6,3.2,6.8
5/1/2019,2019,M05,5,MAY,May,0,710000,"Arts, entertainment, and recreation",0,Total US,4.8,3.1,6.8
6/1/2019,2019,M06,6,JUN,June,0,710000,"Arts, entertainment, and recreation",0,Total US,4.2,3.2,5.8
7/1/2019,2019,M07,7,JUL,July,0,710000,"Arts, entertainment, and recreation",0,Total US,4.6,3.2,6.6
8/1/2019,2019,M08,8,AUG,August,0,710000,"Arts, entertainment, and recreation",0,Total US,4.9,3.8,7
9/1/2019,2019,M09,9,SEP,September,0,710000,"Arts, entertainment, and recreation",0,Total US,5.7,3.3,7.2
10/1/2019,2019,M10,10,OCT,October,0,710000,"Arts, entertainment, and recreation",0,Total US,5.4,3.3,6.9
11/1/2019,2019,M11,11,NOV,November,0,710000,"Arts, entertainment, and recreation",0,Total US,4.5,3.2,7.6
12/1/2019,2019,M12,12,DEC,December,0,710000,"Arts, entertainment, and recreation",0,Total US,5.3,2.8,7.6
1/1/2020,2020,M01,1,JAN,January,0,710000,"Arts, entertainment, and recreation",0,Total US,5.9,3,7.1
2/1/2020,2020,M02,2,FEB,February,0,710000,"Arts, entertainment, and recreation",0,Total US,5.2,3.1,6.8
3/1/2020,2020,M03,3,MAR,March,0,710000,"Arts, entertainment, and recreation",0,Total US,5.1,1.9,4.9
4/1/2020,2020,M04,4,APR,April,0,710000,"Arts, entertainment, and recreation",0,Total US,4.1,2.4,2.7
5/1/2020,2020,M05,5,MAY,May,0,710000,"Arts, entertainment, and recreation",0,Total US,8.3,2,13.5
6/1/2020,2020,M06,6,JUN,June,0,710000,"Arts, entertainment, and recreation",0,Total US,7.1,1.7,11.9
7/1/2020,2020,M07,7,JUL,July,0,710000,"Arts, entertainment, and recreation",0,Total US,5.6,2.4,11.8
8/1/2020,2020,M08,8,AUG,August,0,710000,"Arts, entertainment, and recreation",0,Total US,5,0.7,8.3
9/1/2020,2020,M09,9,SEP,September,0,710000,"Arts, entertainment, and recreation",0,Total US,4.7,2.7,7
10/1/2020,2020,M10,10,OCT,October,0,710000,"Arts, entertainment, and recreation",0,Total US,5.2,3.2,8.1
11/1/2020,2020,M11,11,NOV,November,0,710000,"Arts, entertainment, and recreation",0,Total US,5.7,3.1,7.6
12/1/2020,2020,M12,12,DEC,December,0,710000,"Arts, entertainment, and recreation",0,Total US,3.5,4.2,3.5
1/1/2021,2021,M01,1,JAN,January,0,710000,"Arts, entertainment, and recreation",0,Total US,4.5,3.8,7.1
2/1/2021,2021,M02,2,FEB,February,0,710000,"Arts, entertainment, and recreation",0,Total US,7.2,3,7.8
3/1/2021,2021,M03,3,MAR,March,0,710000,"Arts, entertainment, and recreation",0,Total US,10.3,2.9,8.8
4/1/2021,2021,M04,4,APR,April,0,710000,"Arts, entertainment, and recreation",0,Total US,11.5,3,9.8
5/1/2021,2021,M05,5,MAY,May,0,710000,"Arts, entertainment, and recreation",0,Total US,9,3,9.5
6/1/2021,2021,M06,6,JUN,June,0,710000,"Arts, entertainment, and recreation",0,Total US,9.6,3.2,8.8
7/1/2021,2021,M07,7,JUL,July,0,710000,"Arts, entertainment, and recreation",0,Total US,10.2,3.4,8.7
8/1/2021,2021,M08,8,AUG,August,0,710000,"Arts, entertainment, and recreation",0,Total US,9.2,3.7,8.9
1/1/2019,2019,M01,1,JAN,January,0,720000,Accommodation and food services,0,Total US,6.8,4.9,6.8
2/1/2019,2019,M02,2,FEB,February,0,720000,Accommodation and food services,0,Total US,5.9,5,6.5
3/1/2019,2019,M03,3,MAR,March,0,720000,Accommodation and food services,0,Total US,6.1,4.8,6.6
4/1/2019,2019,M04,4,APR,April,0,720000,Accommodation and food services,0,Total US,6,4.9,7.1
5/1/2019,2019,M05,5,MAY,May,0,720000,Accommodation and food services,0,Total US,6,4.9,6.5
6/1/2019,2019,M06,6,JUN,June,0,720000,Accommodation and food services,0,Total US,5.7,5.1,7.2
7/1/2019,2019,M07,7,JUL,July,0,720000,Accommodation and food services,0,Total US,5.7,5.1,6.9
8/1/2019,2019,M08,8,AUG,August,0,720000,Accommodation and food services,0,Total US,5.5,5.1,6.9
9/1/2019,2019,M09,9,SEP,September,0,720000,Accommodation and food services,0,Total US,5.7,4.6,6.9
10/1/2019,2019,M10,10,OCT,October,0,720000,Accommodation and food services,0,Total US,5.6,4.9,6.6
11/1/2019,2019,M11,11,NOV,November,0,720000,Accommodation and food services,0,Total US,5.6,4.6,6.3
12/1/2019,2019,M12,12,DEC,December,0,720000,Accommodation and food services,0,Total US,5.2,4.8,6.7
1/1/2020,2020,M01,1,JAN,January,0,720000,Accommodation and food services,0,Total US,5.1,4.6,6.5
2/1/2020,2020,M02,2,FEB,February,0,720000,Accommodation and food services,0,Total US,5.3,4.2,6.5
3/1/2020,2020,M03,3,MAR,March,0,720000,Accommodation and food services,0,Total US,3.6,3.4,4.1
4/1/2020,2020,M04,4,APR,April,0,720000,Accommodation and food services,0,Total US,3.8,3.8,5.2
5/1/2020,2020,M05,5,MAY,May,0,720000,Accommodation and food services,0,Total US,6.6,3.7,20.3
6/1/2020,2020,M06,6,JUN,June,0,720000,Accommodation and food services,0,Total US,7,3.9,18.3
7/1/2020,2020,M07,7,JUL,July,0,720000,Accommodation and food services,0,Total US,6.4,4.3,10.4
8/1/2020,2020,M08,8,AUG,August,0,720000,Accommodation and food services,0,Total US,6.1,4.3,8
9/1/2020,2020,M09,9,SEP,September,0,720000,Accommodation and food services,0,Total US,6.1,4.7,8.4
10/1/2020,2020,M10,10,OCT,October,0,720000,Accommodation and food services,0,Total US,6.3,4.6,8.5
11/1/2020,2020,M11,11,NOV,November,0,720000,Accommodation and food services,0,Total US,6,4.8,8.1
12/1/2020,2020,M12,12,DEC,December,0,720000,Accommodation and food services,0,Total US,5.7,5.4,6.1
1/1/2021,2021,M01,1,JAN,January,0,720000,Accommodation and food services,0,Total US,5.4,5.1,7.1
2/1/2021,2021,M02,2,FEB,February,0,720000,Accommodation and food services,0,Total US,6.4,4.9,9
3/1/2021,2021,M03,3,MAR,March,0,720000,Accommodation and food services,0,Total US,7.7,5.4,8.5
4/1/2021,2021,M04,4,APR,April,0,720000,Accommodation and food services,0,Total US,8.7,5.7,9.4
5/1/2021,2021,M05,5,MAY,May,0,720000,Accommodation and food services,0,Total US,9.6,5.7,9.3
6/1/2021,2021,M06,6,JUN,June,0,720000,Accommodation and food services,0,Total US,10.3,5.5,9.5
7/1/2021,2021,M07,7,JUL,July,0,720000,Accommodation and food services,0,Total US,11.3,5.6,9.6
8/1/2021,2021,M08,8,AUG,August,0,720000,Accommodation and food services,0,Total US,10.2,6.8,7.8
1/1/2019,2019,M01,1,JAN,January,0,810000,Other services,0,Total US,3,2.4,3.9
2/1/2019,2019,M02,2,FEB,February,0,810000,Other services,0,Total US,3.8,2.1,3.4
3/1/2019,2019,M03,3,MAR,March,0,810000,Other services,0,Total US,3.9,2.2,3.6
4/1/2019,2019,M04,4,APR,April,0,810000,Other services,0,Total US,3.9,2.4,3.8
5/1/2019,2019,M05,5,MAY,May,0,810000,Other services,0,Total US,4.3,2.5,3.8
6/1/2019,2019,M06,6,JUN,June,0,810000,Other services,0,Total US,4.2,2.2,4
7/1/2019,2019,M07,7,JUL,July,0,810000,Other services,0,Total US,4.3,2.6,3.8
8/1/2019,2019,M08,8,AUG,August,0,810000,Other services,0,Total US,4.2,1.9,3.8
9/1/2019,2019,M09,9,SEP,September,0,810000,Other services,0,Total US,4.1,2.1,3.3
10/1/2019,2019,M10,10,OCT,October,0,810000,Other services,0,Total US,4.1,3,3.7
11/1/2019,2019,M11,11,NOV,November,0,810000,Other services,0,Total US,3.8,2.2,3.5
12/1/2019,2019,M12,12,DEC,December,0,810000,Other services,0,Total US,4.1,2.4,3.9
1/1/2020,2020,M01,1,JAN,January,0,810000,Other services,0,Total US,4.5,1.6,4
2/1/2020,2020,M02,2,FEB,February,0,810000,Other services,0,Total US,3.4,2.1,3.8
3/1/2020,2020,M03,3,MAR,March,0,810000,Other services,0,Total US,2.6,1,2.7
4/1/2020,2020,M04,4,APR,April,0,810000,Other services,0,Total US,2.9,1,3.4
5/1/2020,2020,M05,5,MAY,May,0,810000,Other services,0,Total US,4,0.7,13.5
6/1/2020,2020,M06,6,JUN,June,0,810000,Other services,0,Total US,5.1,1.8,8.2
7/1/2020,2020,M07,7,JUL,July,0,810000,Other services,0,Total US,5.3,2.3,3.8
8/1/2020,2020,M08,8,AUG,August,0,810000,Other services,0,Total US,4.7,1.1,4.5
9/1/2020,2020,M09,9,SEP,September,0,810000,Other services,0,Total US,4.8,2.1,5.3
10/1/2020,2020,M10,10,OCT,October,0,810000,Other services,0,Total US,4.6,2,4.7
11/1/2020,2020,M11,11,NOV,November,0,810000,Other services,0,Total US,4.2,2.3,3.8
12/1/2020,2020,M12,12,DEC,December,0,810000,Other services,0,Total US,3.6,2.1,3.4
1/1/2021,2021,M01,1,JAN,January,0,810000,Other services,0,Total US,4.6,2.1,3.9
2/1/2021,2021,M02,2,FEB,February,0,810000,Other services,0,Total US,5,2.4,4.5
3/1/2021,2021,M03,3,MAR,March,0,810000,Other services,0,Total US,4.7,2.3,4.1
4/1/2021,2021,M04,4,APR,April,0,810000,Other services,0,Total US,6.1,2.3,4.5
5/1/2021,2021,M05,5,MAY,May,0,810000,Other services,0,Total US,8,2.6,4
6/1/2021,2021,M06,6,JUN,June,0,810000,Other services,0,Total US,7,2.3,5
7/1/2021,2021,M07,7,JUL,July,0,810000,Other services,0,Total US,7.4,2.5,4.8
8/1/2021,2021,M08,8,AUG,August,0,810000,Other services,0,Total US,7.8,2.4,4.4
1/1/2019,2019,M01,1,JAN,January,0,900000,Government,0,Total US,3,0.9,1.6
2/1/2019,2019,M02,2,FEB,February,0,900000,Government,0,Total US,2.9,0.8,1.5
3/1/2019,2019,M03,3,MAR,March,0,900000,Government,0,Total US,3.1,0.8,1.6
4/1/2019,2019,M04,4,APR,April,0,900000,Government,0,Total US,3.1,0.8,1.7
5/1/2019,2019,M05,5,MAY,May,0,900000,Government,0,Total US,3,0.9,1.5
6/1/2019,2019,M06,6,JUN,June,0,900000,Government,0,Total US,3,0.9,1.5
7/1/2019,2019,M07,7,JUL,July,0,900000,Government,0,Total US,3.1,0.8,1.7
8/1/2019,2019,M08,8,AUG,August,0,900000,Government,0,Total US,3.2,0.8,1.9
9/1/2019,2019,M09,9,SEP,September,0,900000,Government,0,Total US,3.2,0.8,1.7
10/1/2019,2019,M10,10,OCT,October,0,900000,Government,0,Total US,3.4,0.8,1.6
11/1/2019,2019,M11,11,NOV,November,0,900000,Government,0,Total US,3.3,0.8,1.7
12/1/2019,2019,M12,12,DEC,December,0,900000,Government,0,Total US,3.2,0.8,1.6
1/1/2020,2020,M01,1,JAN,January,0,900000,Government,0,Total US,3.5,0.8,1.7
2/1/2020,2020,M02,2,FEB,February,0,900000,Government,0,Total US,3.3,0.8,1.7
3/1/2020,2020,M03,3,MAR,March,0,900000,Government,0,Total US,3,1,1.7
4/1/2020,2020,M04,4,APR,April,0,900000,Government,0,Total US,2.8,0.8,1
5/1/2020,2020,M05,5,MAY,May,0,900000,Government,0,Total US,2.9,0.9,1.2
6/1/2020,2020,M06,6,JUN,June,0,900000,Government,0,Total US,3.1,0.9,1.2
7/1/2020,2020,M07,7,JUL,July,0,900000,Government,0,Total US,3.6,1.1,1.6
8/1/2020,2020,M08,8,AUG,August,0,900000,Government,0,Total US,3.1,1,2.6
9/1/2020,2020,M09,9,SEP,September,0,900000,Government,0,Total US,3.1,0.9,1.5
10/1/2020,2020,M10,10,OCT,October,0,900000,Government,0,Total US,3.1,1.1,1.6
11/1/2020,2020,M11,11,NOV,November,0,900000,Government,0,Total US,3.1,0.9,1.7
12/1/2020,2020,M12,12,DEC,December,0,900000,Government,0,Total US,3,0.9,1.6
1/1/2021,2021,M01,1,JAN,January,0,900000,Government,0,Total US,3.2,0.8,1.7
2/1/2021,2021,M02,2,FEB,February,0,900000,Government,0,Total US,3,0.9,1.4
3/1/2021,2021,M03,3,MAR,March,0,900000,Government,0,Total US,3.8,0.8,1.7
4/1/2021,2021,M04,4,APR,April,0,900000,Government,0,Total US,4.1,0.8,1.6
5/1/2021,2021,M05,5,MAY,May,0,900000,Government,0,Total US,3.9,0.7,1.5
6/1/2021,2021,M06,6,JUN,June,0,900000,Government,0,Total US,4.2,0.7,2
7/1/2021,2021,M07,7,JUL,July,0,900000,Government,0,Total US,4.6,0.7,2.2
8/1/2021,2021,M08,8,AUG,August,0,900000,Government,0,Total US,3.7,0.8,1.4
1/1/2019,2019,M01,1,JAN,January,0,910000,Federal,0,Total US,4.2,0.5,1.1
2/1/2019,2019,M02,2,FEB,February,0,910000,Federal,0,Total US,4.4,0.5,1.3
3/1/2019,2019,M03,3,MAR,March,0,910000,Federal,0,Total US,4.2,0.7,1.3
4/1/2019,2019,M04,4,APR,April,0,910000,Federal,0,Total US,4.8,0.5,1.3
5/1/2019,2019,M05,5,MAY,May,0,910000,Federal,0,Total US,3.9,0.5,1.2
6/1/2019,2019,M06,6,JUN,June,0,910000,Federal,0,Total US,3.8,0.5,1.1
7/1/2019,2019,M07,7,JUL,July,0,910000,Federal,0,Total US,4.2,0.6,1.3
8/1/2019,2019,M08,8,AUG,August,0,910000,Federal,0,Total US,3.9,0.7,2.4
9/1/2019,2019,M09,9,SEP,September,0,910000,Federal,0,Total US,3.8,0.7,1.4
10/1/2019,2019,M10,10,OCT,October,0,910000,Federal,0,Total US,4.5,0.7,1.5
11/1/2019,2019,M11,11,NOV,November,0,910000,Federal,0,Total US,4,0.6,2.2
12/1/2019,2019,M12,12,DEC,December,0,910000,Federal,0,Total US,3.3,0.8,1.4
1/1/2020,2020,M01,1,JAN,January,0,910000,Federal,0,Total US,4.4,0.6,1.6
2/1/2020,2020,M02,2,FEB,February,0,910000,Federal,0,Total US,4.1,0.7,1.8
3/1/2020,2020,M03,3,MAR,March,0,910000,Federal,0,Total US,4.1,0.7,2
4/1/2020,2020,M04,4,APR,April,0,910000,Federal,0,Total US,3.6,0.6,1.6
5/1/2020,2020,M05,5,MAY,May,0,910000,Federal,0,Total US,2.5,0.7,1.8
6/1/2020,2020,M06,6,JUN,June,0,910000,Federal,0,Total US,4,0.6,1.3
7/1/2020,2020,M07,7,JUL,July,0,910000,Federal,0,Total US,9,0.7,2.5
8/1/2020,2020,M08,8,AUG,August,0,910000,Federal,0,Total US,3.6,0.6,10.1
9/1/2020,2020,M09,9,SEP,September,0,910000,Federal,0,Total US,3.1,0.6,1.9
10/1/2020,2020,M10,10,OCT,October,0,910000,Federal,0,Total US,3.3,1,1.6
11/1/2020,2020,M11,11,NOV,November,0,910000,Federal,0,Total US,3.5,0.8,2.4
12/1/2020,2020,M12,12,DEC,December,0,910000,Federal,0,Total US,3.3,0.7,1.6
1/1/2021,2021,M01,1,JAN,January,0,910000,Federal,0,Total US,2.7,0.9,1.1
2/1/2021,2021,M02,2,FEB,February,0,910000,Federal,0,Total US,3,0.6,1.3
3/1/2021,2021,M03,3,MAR,March,0,910000,Federal,0,Total US,4.2,0.6,1.2
4/1/2021,2021,M04,4,APR,April,0,910000,Federal,0,Total US,4.7,0.6,1.5
5/1/2021,2021,M05,5,MAY,May,0,910000,Federal,0,Total US,4.2,0.8,1.2
6/1/2021,2021,M06,6,JUN,June,0,910000,Federal,0,Total US,4,0.9,1.3
7/1/2021,2021,M07,7,JUL,July,0,910000,Federal,0,Total US,4,0.7,1.7
8/1/2021,2021,M08,8,AUG,August,0,910000,Federal,0,Total US,4.7,0.7,1.6
1/1/2019,2019,M01,1,JAN,January,0,920000,State and local,0,Total US,2.8,0.9,1.7
2/1/2019,2019,M02,2,FEB,February,0,920000,State and local,0,Total US,2.7,0.8,1.6
3/1/2019,2019,M03,3,MAR,March,0,920000,State and local,0,Total US,2.9,0.8,1.6
4/1/2019,2019,M04,4,APR,April,0,920000,State and local,0,Total US,2.9,0.8,1.7
5/1/2019,2019,M05,5,MAY,May,0,920000,State and local,0,Total US,2.8,0.9,1.6
6/1/2019,2019,M06,6,JUN,June,0,920000,State and local,0,Total US,2.9,0.9,1.5
7/1/2019,2019,M07,7,JUL,July,0,920000,State and local,0,Total US,2.9,0.8,1.7
8/1/2019,2019,M08,8,AUG,August,0,920000,State and local,0,Total US,3.1,0.8,1.9
9/1/2019,2019,M09,9,SEP,September,0,920000,State and local,0,Total US,3.1,0.8,1.7
10/1/2019,2019,M10,10,OCT,October,0,920000,State and local,0,Total US,3.2,0.8,1.7
11/1/2019,2019,M11,11,NOV,November,0,920000,State and local,0,Total US,3.1,0.8,1.7
12/1/2019,2019,M12,12,DEC,December,0,920000,State and local,0,Total US,3.2,0.8,1.6
1/1/2020,2020,M01,1,JAN,January,0,920000,State and local,0,Total US,3.3,0.8,1.7
2/1/2020,2020,M02,2,FEB,February,0,920000,State and local,0,Total US,3.1,0.9,1.7
3/1/2020,2020,M03,3,MAR,March,0,920000,State and local,0,Total US,2.9,1,1.6
4/1/2020,2020,M04,4,APR,April,0,920000,State and local,0,Total US,2.7,0.8,0.9
5/1/2020,2020,M05,5,MAY,May,0,920000,State and local,0,Total US,2.9,0.9,1.1
6/1/2020,2020,M06,6,JUN,June,0,920000,State and local,0,Total US,2.9,1,1.2
7/1/2020,2020,M07,7,JUL,July,0,920000,State and local,0,Total US,2.7,1.2,1.5
8/1/2020,2020,M08,8,AUG,August,0,920000,State and local,0,Total US,3,1.1,1.4
9/1/2020,2020,M09,9,SEP,September,0,920000,State and local,0,Total US,3.1,1,1.4
10/1/2020,2020,M10,10,OCT,October,0,920000,State and local,0,Total US,3.1,1.1,1.6
11/1/2020,2020,M11,11,NOV,November,0,920000,State and local,0,Total US,3,0.9,1.6
12/1/2020,2020,M12,12,DEC,December,0,920000,State and local,0,Total US,2.9,0.9,1.6
1/1/2021,2021,M01,1,JAN,January,0,920000,State and local,0,Total US,3.3,0.7,1.8
2/1/2021,2021,M02,2,FEB,February,0,920000,State and local,0,Total US,3,1,1.4
3/1/2021,2021,M03,3,MAR,March,0,920000,State and local,0,Total US,3.7,0.9,1.7
4/1/2021,2021,M04,4,APR,April,0,920000,State and local,0,Total US,4,0.9,1.6
5/1/2021,2021,M05,5,MAY,May,0,920000,State and local,0,Total US,3.9,0.7,1.5
6/1/2021,2021,M06,6,JUN,June,0,920000,State and local,0,Total US,4.2,0.7,2.1
7/1/2021,2021,M07,7,JUL,July,0,920000,State and local,0,Total US,4.6,0.7,2.3
8/1/2021,2021,M08,8,AUG,August,0,920000,State and local,0,Total US,3.5,0.8,1.4
1/1/2019,2019,M01,1,JAN,January,0,923000,State and local government education,0,Total US,2,0.9,1.6
2/1/2019,2019,M02,2,FEB,February,0,923000,State and local government education,0,Total US,1.8,0.9,1.5
3/1/2019,2019,M03,3,MAR,March,0,923000,State and local government education,0,Total US,2.2,0.8,1.6
4/1/2019,2019,M04,4,APR,April,0,923000,State and local government education,0,Total US,2,0.8,1.6
5/1/2019,2019,M05,5,MAY,May,0,923000,State and local government education,0,Total US,2,1,1.5
6/1/2019,2019,M06,6,JUN,June,0,923000,State and local government education,0,Total US,2.2,1.1,1.6
7/1/2019,2019,M07,7,JUL,July,0,923000,State and local government education,0,Total US,2.2,0.8,1.8
8/1/2019,2019,M08,8,AUG,August,0,923000,State and local government education,0,Total US,2.1,0.8,2
9/1/2019,2019,M09,9,SEP,September,0,923000,State and local government education,0,Total US,2.2,0.8,1.6
10/1/2019,2019,M10,10,OCT,October,0,923000,State and local government education,0,Total US,2.3,0.8,1.6
11/1/2019,2019,M11,11,NOV,November,0,923000,State and local government education,0,Total US,2.2,0.8,1.6
12/1/2019,2019,M12,12,DEC,December,0,923000,State and local government education,0,Total US,2.1,0.8,1.5
1/1/2020,2020,M01,1,JAN,January,0,923000,State and local government education,0,Total US,2.5,0.8,1.7
2/1/2020,2020,M02,2,FEB,February,0,923000,State and local government education,0,Total US,2.3,0.8,1.6
3/1/2020,2020,M03,3,MAR,March,0,923000,State and local government education,0,Total US,1.9,1.1,1.6
4/1/2020,2020,M04,4,APR,April,0,923000,State and local government education,0,Total US,1.8,0.8,1
5/1/2020,2020,M05,5,MAY,May,0,923000,State and local government education,0,Total US,2.1,1.3,1.3
6/1/2020,2020,M06,6,JUN,June,0,923000,State and local government education,0,Total US,1.9,1,1.3
7/1/2020,2020,M07,7,JUL,July,0,923000,State and local government education,0,Total US,1.6,1.5,1.3
8/1/2020,2020,M08,8,AUG,August,0,923000,State and local government education,0,Total US,2,1.3,1.2
9/1/2020,2020,M09,9,SEP,September,0,923000,State and local government education,0,Total US,2.1,1.1,1.2
10/1/2020,2020,M10,10,OCT,October,0,923000,State and local government education,0,Total US,2.3,1.1,1.4
11/1/2020,2020,M11,11,NOV,November,0,923000,State and local government education,0,Total US,2.1,0.8,1.5
12/1/2020,2020,M12,12,DEC,December,0,923000,State and local government education,0,Total US,2.2,0.8,1.5
1/1/2021,2021,M01,1,JAN,January,0,923000,State and local government education,0,Total US,2.9,0.6,2
2/1/2021,2021,M02,2,FEB,February,0,923000,State and local government education,0,Total US,1.8,1,1.3
3/1/2021,2021,M03,3,MAR,March,0,923000,State and local government education,0,Total US,2.7,0.9,1.7
4/1/2021,2021,M04,4,APR,April,0,923000,State and local government education,0,Total US,2.9,0.9,1.6
5/1/2021,2021,M05,5,MAY,May,0,923000,State and local government education,0,Total US,3.2,0.7,1.8
6/1/2021,2021,M06,6,JUN,June,0,923000,State and local government education,0,Total US,4.3,0.3,2.7
7/1/2021,2021,M07,7,JUL,July,0,923000,State and local government education,0,Total US,3.9,0.4,2.8
8/1/2021,2021,M08,8,AUG,August,0,923000,State and local government education,0,Total US,2.7,0.7,1.3
1/1/2019,2019,M01,1,JAN,January,0,929000,"State and local government, excluding education",0,Total US,3.8,0.9,1.9
2/1/2019,2019,M02,2,FEB,February,0,929000,"State and local government, excluding education",0,Total US,3.7,0.8,1.7
3/1/2019,2019,M03,3,MAR,March,0,929000,"State and local government, excluding education",0,Total US,3.8,0.8,1.6
4/1/2019,2019,M04,4,APR,April,0,929000,"State and local government, excluding education",0,Total US,3.8,0.9,1.8
5/1/2019,2019,M05,5,MAY,May,0,929000,"State and local government, excluding education",0,Total US,3.8,0.8,1.6
6/1/2019,2019,M06,6,JUN,June,0,929000,"State and local government, excluding education",0,Total US,3.7,0.8,1.5
7/1/2019,2019,M07,7,JUL,July,0,929000,"State and local government, excluding education",0,Total US,3.8,0.8,1.7
8/1/2019,2019,M08,8,AUG,August,0,929000,"State and local government, excluding education",0,Total US,4.2,0.9,1.7
9/1/2019,2019,M09,9,SEP,September,0,929000,"State and local government, excluding education",0,Total US,4.1,0.8,1.8
10/1/2019,2019,M10,10,OCT,October,0,929000,"State and local government, excluding education",0,Total US,4.3,0.9,1.7
11/1/2019,2019,M11,11,NOV,November,0,929000,"State and local government, excluding education",0,Total US,4.2,0.9,1.7
